,name,carmodel,price,location,status,mfg,interiorColor,exteriorColor,gearbox,kilometer,link,note
4506,NISSAN,SUNNY,345000000,HỒ CHÍ MINH,CŨ,2014,,XÁM,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-nissan-sunny-2014-413908/,price!!!
4507,NISSAN,SUNNY,350000000,HỒ CHÍ MINH,CŨ,2014,,XÁM,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-nissan-sunny-2014-413907/,price!!!
4509,NISSAN,SUNNY,355000000,HỒ CHÍ MINH,CŨ,2014,,XÁM,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-nissan-sunny-2014-413910/,price!!!
4531,KIA,CARNIVAL,1839000000,HÀ NỘI,MỚI,2021,MÀU KHÁC,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-carnival-signature-3.5g-2021-4033980,price!!!
4533,MERCEDES BENZ,MB,32000000,GIA LAI,CŨ,2002,-,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-mercedes_benz-mb--2002-4135125,price!!!
4550,FORD,RANGER,640000000,HÀ NỘI,MỚI,2021,ĐEN,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-3328916,price!!!
4552,VINFAST,LUX A 2.0,748000000,HÀ NỘI,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_a_2.0-plus-2.0-at-2021-4057054,price!!!
4558,HYUNDAI,KHÁC,215000000,THANH HÓA,CŨ,2004,-,NHIỀU MÀU,SỐ TAY,0,https://bonbanh.com/xe-hyundai-khac--2004-4135147,price!!!
4594,TOYOTA,VIOS,443000000,HÀ NỘI,MỚI,2021,-,ĐEN,SỐ TAY,0,https://bonbanh.com/xe-toyota-vios-e-1.5-mt-2021-4100178,price!!!
4616,FORD,RANGER,615000000,HÀ NỘI,MỚI,2021,GHI,GHI,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-3366487,price!!!
4621,HYUNDAI,ACCENT,383000000,,MỚI,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-6-tp-ho-chi-minh/89499850.htm,price!!!
4626,FORD,RANGER,495000000,,CŨ,2016,,,SỐ SÀN,86000,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/90307005.htm,price!!!
4627,MERCEDES BENZ,C CLASS,1099000000,,CŨ,2018,,,TỰ ĐỘNG,20000,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/88109628.htm,price!!!
4628,VINFAST,LUX,200000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/84626442.htm,price!!!
4631,TOYOTA,ZACE,245000000,,CŨ,2005,,,SỐ SÀN,1000,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/90519118.htm,price!!!
4641,TOYOTA,INNOVA,477000000,ĐÀ NẴNG,CŨ,2014,,BẠC,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-toyota-innova-2014-414023/,price!!!
4647,KIA,SORENTO,1229000000,KIÊN GIANG,MỚI,2021,MÀU KHÁC,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-sorento-signature-2.5-at-awd-2021-3423960,price!!!
4651,FORD,TRANSIT,105000000,HỒ CHÍ MINH,CŨ,2004,-,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-ford-transit-2.4l-2004-4135164,price!!!
4659,CHEVROLET,SPARK,109000000,,CŨ,2015,,,SỐ SÀN,60000,https://xe.chotot.com/mua-ban-oto-quan-thanh-xuan-ha-noi/90211207.htm,price!!!
4660,ISUZU,DÒNG KHÁC,350000000,,CŨ,2015,,,SỐ SÀN,260000,https://xe.chotot.com/mua-ban-oto-thanh-pho-nha-trang-khanh-hoa/88341746.htm,price!!!
4666,MITSUBISHI,OUTLANDER,181000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-cai-rang-can-tho/90401500.htm,price!!!
4679,VINFAST,LUX SA 2.0,826000000,HÀ NỘI,MỚI,2021,ĐEN,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_sa_2.0-2.0-at-2021-3197500,price!!!
4696,FORD,RANGER,1202000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-4014695,price!!!
4704,FORD,RANGER,650000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-3749685,price!!!
4725,HYUNDAI,GRAND I10,423000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-thanh-pho-vung-tau-ba-ria-vung-tau/90516795.htm,price!!!
4726,HYUNDAI,ACCENT,389000000,,CŨ,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-thi-xa-di-an-binh-duong/88849089.htm,price!!!
4729,TOYOTA,INNOVA,12345678,,CŨ,2018,,,TỰ ĐỘNG,54555,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/90486429.htm,price!!!
4749,KIA,SORENTO,895000000,HÀ NỘI,CŨ,2020,KEM,TRẮNG,TỰ ĐỘNG,19000,https://bonbanh.com/xe-kia-sorento-2.2crdi-2020-4135187,price!!!
4751,LANDROVER,RANGE ROVER,7900000000,HÀ NỘI,CŨ,2016,NÂU,NHIỀU MÀU,TỰ ĐỘNG,53000,https://bonbanh.com/xe-landrover-range_rover-sv-autobiography-lwb-5.0-2016-4130097,price!!!
4757,TOYOTA,CAMRY,937000000,,CŨ,2020,,,TỰ ĐỘNG,15000,https://xe.chotot.com/mua-ban-oto-quan-go-vap-tp-ho-chi-minh/90140123.htm,price!!!
4763,KIA,SORENTO,999000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-dong-da-ha-noi/89666125.htm,price!!!
4764,HYUNDAI,ACCENT,380000000,,MỚI,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-thu-duc-tp-ho-chi-minh/90264483.htm,price!!!
4766,TOYOTA,INNOVA,598,,CŨ,2019,,,SỐ SÀN,84000,https://xe.chotot.com/mua-ban-oto-quan-tan-binh-tp-ho-chi-minh/90517653.htm,price!!!
4775,TOYOTA,CAMRY,395000000,,CŨ,2009,,,TỰ ĐỘNG,120000,https://xe.chotot.com/mua-ban-oto-quan-hoang-mai-ha-noi/90517718.htm,price!!!
4780,FORD,RANGER,605000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/54096790.htm,price!!!
4785,TOYOTA,INNOVA,740000000,ĐÀ NẴNG,CŨ,2017,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-innova-2017-414038/,price!!!
4798,FORD,RANGER,685000000,HỒ CHÍ MINH,CŨ,2015,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-wildtrak-32-2015-413639/,price!!!
4808,VINFAST,LUX A 2.0,681000000,HỒ CHÍ MINH,MỚI,2021,KEM,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_a_2.0-2.0-at-2021-3691669,price!!!
4809,TOYOTA,VIOS,275000000,HÀ NỘI,CŨ,2016,KEM,VÀNG,SỐ TAY,52000,https://bonbanh.com/xe-toyota-vios-1.3-mt-2016-2740653,price!!!
4822,DAEWOO,MATIZ,68000000,,CŨ,2003,,,SỐ SÀN,4945,https://xe.chotot.com/mua-ban-oto-huyen-gia-lam-ha-noi/90516802.htm,price!!!
4825,BMW,3 SERIES,309000000,,CŨ,2007,,,TỰ ĐỘNG,145000,https://xe.chotot.com/mua-ban-oto-quan-go-vap-tp-ho-chi-minh/85138174.htm,price!!!
4830,TOYOTA,PREVIA,110000000,HỒ CHÍ MINH,CŨ,1992,GHI,BẠC,TỰ ĐỘNG,0,https://bonbanh.com/xe-toyota-previa-2.4-at-1992-4104867,price!!!
4835,HYUNDAI,GETZ,106000000,HÀ NỘI,CŨ,2010,ĐEN,XANH,SỐ TAY,1234567,https://bonbanh.com/xe-hyundai-getz-1.1-mt-2010-4135043,price!!!
4837,TOYOTA,LAND CRUISER,155000000,HÀ NỘI,CŨ,1994,XÁM,VÀNG,SỐ TAY,200000,https://bonbanh.com/xe-toyota-land_cruiser-4.5-mt-1994-3746350,price!!!
4838,KIA,MORNING,289000000,HỒ CHÍ MINH,MỚI,2021,MÀU KHÁC,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-kia-morning-mt-2021-3129891,price!!!
4840,VINFAST,LUX SA 2.0,826000000,HÀ NỘI,MỚI,2021,ĐEN,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_sa_2.0-2.0-at-2021-4084509,price!!!
4841,HYUNDAI,I10,318000000,GIA LAI,CŨ,2014,-,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-hyundai-i10-grand-1.0-at-2014-4135098,price!!!
4844,BENTLEY,BENTAYGA,12950000000,HÀ NỘI,CŨ,2016,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-bentley-bentayga-first-edition-2016-cu-sieu-luot-lh-0935866636-413311/,price!!!
4852,KIA,MORNING,289000000,HỒ CHÍ MINH,CŨ,2014,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-kia-morning-2014-413543/,price!!!
4869,KIA,MORNING,160000000,,CŨ,2015,,,TỰ ĐỘNG,329184,https://xe.chotot.com/mua-ban-oto-quan-hai-ba-trung-ha-noi/90518492.htm,price!!!
4870,REULT,DÒNG KHÁC,65000000,,CŨ,1982,,,SỐ SÀN,100,https://xe.chotot.com/mua-ban-oto-quan-12-tp-ho-chi-minh/89400276.htm,price!!!
4873,CHEVROLET,SPARK,89999000,,CŨ,2012,,,SỐ SÀN,100000,https://xe.chotot.com/mua-ban-oto-thanh-pho-buon-ma-thuot-dak-lak/90518536.htm,price!!!
4884,KIA,MORNING,250000000,HỒ CHÍ MINH,CŨ,2018,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-kia-morning-2019-413552/,price!!!
4885,KIA,MORNING,169000000,HỒ CHÍ MINH,CŨ,2017,,XANH DƯƠNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-kia-morning-2018-413551/,price!!!
4890,FORD,RANGER,650000000,HÀ NỘI,MỚI,2021,ĐEN,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-4013558,price!!!
4891,MERCEDES BENZ,E CLASS,1950000000,HÀ NỘI,CŨ,2021,ĐEN,ĐEN,TỰ ĐỘNG,800,https://bonbanh.com/xe-mercedes_benz-e_class-e180-2021-4115693,price!!!
4897,MERCEDES BENZ,GLC,1750000000,HÀ NỘI,CŨ,2021,KEM,ĐEN,TỰ ĐỘNG,4800,https://bonbanh.com/xe-mercedes_benz-glc-200-2021-4062936,price!!!
4903,KIA,MORNING,120000000,,CŨ,2012,,,SỐ SÀN,20000,https://xe.chotot.com/mua-ban-oto-huyen-hoai-duc-ha-noi/90518350.htm,price!!!
4905,MITSUBISHI,TRITON,178000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-cai-rang-can-tho/90401555.htm,price!!!
4907,CHEVROLET,SPARK,120000000,,CŨ,2015,,,SỐ SÀN,30000,https://xe.chotot.com/mua-ban-oto-quan-lien-chieu-da-nang/90518417.htm,price!!!
4913,FORD,RANGER,1202000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/89372591.htm,price!!!
4914,KIA,MORNING,140000000,,CŨ,2010,,,TỰ ĐỘNG,80000,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/90518376.htm,price!!!
4924,KIA,SORENTO,999000000,ĐỒNG NAI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0938985930kia-sorento-2021-gia-giam-sau-ho-tro-vay-nhanh-chong-413349/,price!!!
4930,MERCEDES BENZ,C CLASS,1325000000,HÀ NỘI,CŨ,2017,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2017-4062156,price!!!
4937,KIA,MORNING,172000000,GIA LAI,CŨ,2015,-,BẠC,SỐ TAY,0,https://bonbanh.com/xe-kia-morning--2015-4135095,price!!!
4941,DAEWOO,LACETTI,139000000,PHÚ THỌ,CŨ,2009,KEM,BẠC,SỐ TAY,11000,https://bonbanh.com/xe-daewoo-lacetti-ex-2009-4088553,price!!!
4942,HYUNDAI,ACCENT,395000000,ĐĂK LĂK,CŨ,2020,ĐEN,TRẮNG,SỐ TAY,34140,https://bonbanh.com/xe-hyundai-accent-1.4-mt-base-2020-4131124,price!!!
4952,FORD,TOURNEO,1540000000,HỒ CHÍ MINH,MỚI,2020,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ford-tourneo-limousine-vip-4-cho-dang-cap-thuong-gia-0937442330-398810/,price!!!
4955,FORD,RANGER,650000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-ranger-xls-at-2021-moi-toan-quoc-ho-tro-tra-gop-lai-xuat-thap-413428/,price!!!
4962,MERCEDES BENZ,MAYBACH,7469000000,HỒ CHÍ MINH,MỚI,2021,NÂU,NÂU,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-maybach-s450-4matic-2021-3713277,price!!!
4967,HYUNDAI,XG,259000000,HÀ NỘI,CŨ,2004,-,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-hyundai-xg-300-2004-4027470,price!!!
4976,TOYOTA,LAND CRUISER 300,7650000000,HÀ NỘI,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-toyota-land-cruiser-vxs-v8-57-2021-moi-nhap-trung-dong-lh-0935866636-411509/,model not in brand
4983,FORD,RANGER,1202000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/90518025.htm,price!!!
4984,DAEWOO,LACETTI,130000000,,CŨ,2009,,,SỐ SÀN,138000,https://xe.chotot.com/mua-ban-oto-quan-hoang-mai-ha-noi/90518033.htm,price!!!
4986,FORD,RANGER,1202000000,,MỚI,2021,,,BÁN TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/73523729.htm,price!!!
4987,TOYOTA,VIOS,230000000,,CŨ,2015,,,SỐ SÀN,200,https://xe.chotot.com/mua-ban-oto-thanh-pho-vung-tau-ba-ria-vung-tau/87546779.htm,price!!!
4988,TOYOTA,CORONA,37000000,,CŨ,1985,,,SỐ SÀN,200000,https://xe.chotot.com/mua-ban-oto-thanh-pho-nga-bay-hau-giang/90518084.htm,price!!!
5002,BMW,3 SERIES,1039000000,HỒ CHÍ MINH,CŨ,2012,ĐEN,ĐEN,TỰ ĐỘNG,72000,https://bonbanh.com/xe-bmw-3_series-320i-2012-4054181,price!!!
5005,TOYOTA,INNOVA,309000000,HỒ CHÍ MINH,CŨ,2015,GHI,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-toyota-innova-2.0e-2015-4090037,price!!!
5008,TOYOTA,LAND CRUISER,8150000000,HÀ NỘI,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-toyota-land-cruiser-v8-57-mbs-4-ghe-vip-2021-moi-gia-tot-lh-0935866636-411510/,price!!!
5036,FORD,RANGER,600000000,,CŨ,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/33520429.htm,price!!!
5037,MITSUBISHI,XPANDER,475000000,,CŨ,2020,,,SỐ SÀN,14000,https://xe.chotot.com/mua-ban-oto-thi-xa-di-an-binh-duong/90413449.htm,price!!!
5047,KIA,SORENTO,1300000000,HỒ CHÍ MINH,CŨ,2021,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-kia-sorento-2021-413591/,price!!!
5056,TOYOTA,VIOS,400000000,HỒ CHÍ MINH,CŨ,2020,ĐEN,TRẮNG,SỐ TAY,55000,https://bonbanh.com/xe-toyota-vios-e-2020-4135054,price!!!
5076,FORD,RANGER,630000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-pickup-xls-at-xls-mt-2021-moi-ha-noi-ho-tro-tra-gop-giao-xe-toan-quoc-413441/,price!!!
5083,FORD,RANGER,1209000000,QUẢNG NINH,MỚI,2021,MÀU KHÁC,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-3955491,price!!!
5085,VINFAST,LUX A 2.0,748000000,HỒ CHÍ MINH,MỚI,2021,GHI,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_a_2.0-plus-2.0-at-2021-3688355,price!!!
5090,AUDI,A4,12345678,,CŨ,2012,,,TỰ ĐỘNG,68588,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/90484605.htm,price!!!
5098,KIA,MORNING,195000000,,CŨ,2016,,,SỐ SÀN,80000,https://xe.chotot.com/mua-ban-oto-quan-6-tp-ho-chi-minh/90348625.htm,price!!!
5143,TOYOTA,LAND CRUISER,5200000000,HÀ NỘI,CŨ,2016,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-toyota-land-cruiser-v8-57-nhap-my-2016-cu-ha-noi-lh-0935866636-413234/,price!!!
5152,FORD,ECOSPORT,520000000000,,CŨ,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/64431669.htm,price!!!
5153,CHEVROLET,SPARK,165000000,,CŨ,2009,,,TỰ ĐỘNG,99000,https://xe.chotot.com/mua-ban-oto-thanh-pho-bien-hoa-dong-nai/85420442.htm,price!!!
5156,HYUNDAI,GRAND I10,418000000,,CŨ,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-1-tp-ho-chi-minh/89600451.htm,price!!!
5164,KIA,CARENS,390000000,HỒ CHÍ MINH,CŨ,2016,ĐEN,BẠC,SỐ TAY,35000,https://bonbanh.com/xe-kia-carens-ex-2016-4135053,price!!!
5192,HYUNDAI,SANTAFE,1007000000,HÀ NỘI,MỚI,2021,-,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-hyundai-santafe-tieu-chuan-2.5l-2021-4087318,price!!!
5196,FORD,RANGER,1235000000,HÀ NỘI,CŨ,2020,KEM,ĐEN,TỰ ĐỘNG,12000,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2020-4135078,price!!!
5197,HYUNDAI,ACCENT,384000000,,CŨ,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-6-tp-ho-chi-minh/89698548.htm,price!!!
5201,FORD,RANGER,616000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/88851412.htm,price!!!
5202,KIA,CARENS,262000000,,CŨ,2013,,,SỐ SÀN,96000,https://xe.chotot.com/mua-ban-oto-quan-thanh-xuan-ha-noi/90518717.htm,price!!!
5204,TOYOTA,VIOS,250000000,,CŨ,2014,,,SỐ SÀN,10000,https://xe.chotot.com/mua-ban-oto-huyen-huong-son-ha-tinh/90518740.htm,price!!!
5205,FORD,RANGER,1209000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-8-tp-ho-chi-minh/90518744.htm,price!!!
5209,KIA,MORNING,238000000,,CŨ,2011,,,TỰ ĐỘNG,80000,https://xe.chotot.com/mua-ban-oto-quan-go-vap-tp-ho-chi-minh/90210053.htm,price!!!
5220,KIA,MORNING,178000000,HỒ CHÍ MINH,CŨ,2014,,XANH DƯƠNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-kia-morning-2014-413535/,price!!!
5221,KIA,MORNING,268000000,HỒ CHÍ MINH,CŨ,2014,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-kia-morning-2014-413541/,price!!!
5226,KIA,SORENTO,999000000,HÀ NỘI,MỚI,2021,NHIỀU MÀU,NHIỀU MÀU,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-sorento-deluxe-2.2-at-2021-4052293,price!!!
5238,FORD,RANGER,616000000,CẦN THƠ,MỚI,2021,ĐEN,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-ford-ranger-xl-2.2l-4x4-mt-2021-4069204,price!!!
5242,TOYOTA,LAND CRUISER,4750000000,HÀ NỘI,MỚI,2021,ĐEN,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2021-4105848,price!!!
5247,KIA,MORNING,170000000,HỒ CHÍ MINH,CŨ,2014,,XANH DƯƠNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-kia-morning-2014-413540/,price!!!
5249,FORD,RANGER,585000000,HỒ CHÍ MINH,CŨ,2019,,ĐỎ,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-2019-413663/,price!!!
5253,FORD,RANGER,645000000,HỒ CHÍ MINH,CŨ,2019,,BẠC,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-2019-413668/,price!!!
5254,FORD,RANGER,619000000,HỒ CHÍ MINH,CŨ,2019,,BẠC,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-2019-413667/,price!!!
5255,FORD,RANGER,595000000,HỒ CHÍ MINH,CŨ,2019,,VÀNG ĐỒNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-2019-413669/,price!!!
5257,FORD,RANGER,570000000,HỒ CHÍ MINH,CŨ,2019,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-2019-413670/,price!!!
5259,TOYOTA,INNOVA,750000000,HỒ CHÍ MINH,CŨ,2018,NÂU,ĐỒNG,TỰ ĐỘNG,55000,https://bonbanh.com/xe-toyota-innova-2.0v-2018-4088312,price!!!
5276,MERCEDES BENZ,MB,50000000,,CŨ,2003,,,SỐ SÀN,200000,https://xe.chotot.com/mua-ban-oto-huyen-go-quao-kien-giang/90518962.htm,price!!!
5278,MAZDA,CX 5,600000,,CŨ,2015,,,TỰ ĐỘNG,42000,https://xe.chotot.com/mua-ban-oto-quan-10-tp-ho-chi-minh/90518928.htm,price!!!
5280,TOYOTA,ZACE,287000000,,CŨ,2005,,,SỐ SÀN,74000,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-dau-mot-binh-duong/89878125.htm,price!!!
5283,FORD,RANGER,570000000,HỒ CHÍ MINH,CŨ,2019,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-2019-413672/,price!!!
5284,FORD,RANGER,595000000,HỒ CHÍ MINH,CŨ,2019,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-2019-413673/,price!!!
5285,FORD,RANGER,616000000,HỒ CHÍ MINH,CŨ,2019,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-2019-413671/,price!!!
5292,FORD,RANGER,599000000,HỒ CHÍ MINH,CŨ,2020,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-2020-413677/,price!!!
5308,LANDROVER,RANGE ROVER,8000000000,HÀ NỘI,CŨ,2016,VÀNG,TRẮNG,TỰ ĐỘNG,56000,https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-5.0-2016-4133259,price!!!
5331,HONDA,ACCORD,315000000,,CŨ,2004,,,TỰ ĐỘNG,85000,https://xe.chotot.com/mua-ban-oto-quan-10-tp-ho-chi-minh/90403322.htm,price!!!
5343,MITSUBISHI,PAJERO,509000000,,CŨ,2016,,,SỐ SÀN,68000,https://xe.chotot.com/mua-ban-oto-thi-xa-di-an-binh-duong/88099180.htm,price!!!
5358,FORD,RANGER,449000000,HỒ CHÍ MINH,CŨ,2015,,BẠC,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-2015-413640/,price!!!
5359,FORD,RANGER,419000000,HỒ CHÍ MINH,CŨ,2015,,BẠC,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-2015-413642/,price!!!
5362,FORD,RANGER,425000000,HỒ CHÍ MINH,CŨ,2015,,ĐỒNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-2015-413643/,price!!!
5365,KIA,SORENTO,490000000,HỒ CHÍ MINH,CŨ,2014,,BẠC,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-kia-sorento-2014-413565/,price!!!
5381,TOYOTA,VIOS,4950000000,,CŨ,2019,,,TỰ ĐỘNG,17600,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/90518448.htm,price!!!
5383,KIA,MORNING,180000000,,CŨ,2017,,,SỐ SÀN,110000,https://xe.chotot.com/mua-ban-oto-quan-8-tp-ho-chi-minh/90155433.htm,price!!!
5385,KIA,CERATO,265000000,,CŨ,2011,,,SỐ SÀN,60000,https://xe.chotot.com/mua-ban-oto-thanh-pho-thanh-hoa-thanh-hoa/89988377.htm,price!!!
5387,MITSUBISHI,ATTRAGE,86000000,,MỚI,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-cai-rang-can-tho/90401359.htm,price!!!
5390,MITSUBISHI,PAJERO,298000000,,CŨ,2004,,,SỐ SÀN,170000,https://xe.chotot.com/mua-ban-oto-quan-go-vap-tp-ho-chi-minh/90247717.htm,price!!!
5416,KIA,SORENTO,850000000,HỒ CHÍ MINH,CŨ,2015,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-kia-sorento-2015-413576/,price!!!
5417,LIFAN,DÒNG KHÁC,118000000,,CŨ,2007,,,SỐ SÀN,123456,https://xe.chotot.com/mua-ban-oto-huyen-hoc-mon-tp-ho-chi-minh/90482093.htm,price!!!
5425,KIA,SORENTO,999000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-thu-duc-tp-ho-chi-minh/86360927.htm,price!!!
5428,MAZDA,CX 5,666000000,,CŨ,2019,,,TỰ ĐỘNG,66,https://xe.chotot.com/mua-ban-oto-quan-ngu-hanh-son-da-nang/90519621.htm,price!!!
5429,TOYOTA,HILUX,99000000,,CŨ,2002,,,SỐ SÀN,100000,https://xe.chotot.com/mua-ban-oto-quan-2-tp-ho-chi-minh/90329835.htm,price!!!
