,name,carmodel,price,location,status,mfg,interiorColor,exteriorColor,gearbox,kilometer,link,note
16690,KIA,MORNING,112000000,ĐĂK LĂK,CŨ,2009,-,VÀNG,SỐ TAY,0,https://bonbanh.com/xe-kia-morning-lx-1.1-mt-2009-4127433,price!!!
16704,FORD,RANGER,580000000,HỒ CHÍ MINH,MỚI,2020,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-lan-banh-139tr-ford-ranger-xl-2020-co-qua-tang-kem-bao-ho-so-vay-co-xe-giao-ngay-401531/,price!!!
16708,FORD,RANGER,456000000,HÀ NỘI,CŨ,2016,-,XÁM,SỐ TAY,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-mt-2016-4122788,price!!!
16710,FORD,RANGER,1165000000,HÀ NỘI,CŨ,2019,ĐEN,ĐỎ,TỰ ĐỘNG,300000,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2019-4110119,price!!!
16712,KIA,MORNING,105000000,VĨNH PHÚC,CŨ,2010,ĐEN,BẠC,SỐ TAY,0,https://bonbanh.com/xe-kia-morning-lx-1.1-mt-2010-4127461,price!!!
16717,HYUNDAI,ACCENT,123000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/90103227.htm,price!!!
16719,FORD,MUSTANG,2650000000,,CŨ,2020,,,TỰ ĐỘNG,6000,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/90368971.htm,price!!!
16721,KIA,MORNING,305000000,,CŨ,2016,,,TỰ ĐỘNG,51000,https://xe.chotot.com/mua-ban-oto-huyen-gia-lam-ha-noi/90369557.htm,price!!!
16725,FORD,RANGER,245000000,,CŨ,2010,,,SỐ SÀN,180000,https://xe.chotot.com/mua-ban-oto-thanh-pho-buon-ma-thuot-dak-lak/90369968.htm,price!!!
16730,FORD,RANGER,596000000,HỒ CHÍ MINH,MỚI,2020,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-lan-banh-139tr-ford-ranger-xl-2020-co-qua-tang-kem-bao-ho-so-vay-co-xe-giao-ngay-401532/,price!!!
16737,FORD,RANGER,600000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-xls-4x2-at-new-du-mau-giao-ngay-giam-gia-thu-tuc-nhanh-gon-0988-835-873-398605/,price!!!
16768,TOYOTA,INNOVA,215000000,,CŨ,2008,,,SỐ SÀN,100000,https://xe.chotot.com/mua-ban-oto-huyen-cu-chi-tp-ho-chi-minh/90024706.htm,price!!!
16770,CHEVROLET,AVEO,260000000,,CŨ,2013,,,TỰ ĐỘNG,62000,https://xe.chotot.com/mua-ban-oto-quan-kien-an-hai-phong/82423228.htm,price!!!
16771,TOYOTA,FORTUNER,485000000,,CŨ,2014,,,TỰ ĐỘNG,81000,https://xe.chotot.com/mua-ban-oto-quan-thanh-khe-da-nang/90370265.htm,price!!!
16773,FORD,RANGER,635000000,HÀ NỘI,CŨ,2019,-,NÂU,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2019-4075896,price!!!
16793,KIA,CARNIVAL,1839000000,HÀ NỘI,MỚI,2021,-,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-carnival-signature-3.5g-2021-4040705,price!!!
16794,KIA,CERATO,432000000,LÂM ĐỒNG,CŨ,2019,ĐEN,ĐỎ,SỐ TAY,65000,https://bonbanh.com/xe-kia-cerato-1.6-mt-2019-4081774,price!!!
16795,TOYOTA,ZACE,230000000,GIA LAI,CŨ,2005,XÁM,CÁT,SỐ TAY,0,https://bonbanh.com/xe-toyota-zace-surf-2005-4027202,price!!!
16811,FORD,EVEREST,245000000,,CŨ,2008,,,SỐ SÀN,120000,https://xe.chotot.com/mua-ban-oto-huyen-soc-son-ha-noi/90245462.htm,price!!!
16813,KIA,RONDO,425000000,,CŨ,2018,,,SỐ SÀN,35000,https://xe.chotot.com/mua-ban-oto-thanh-pho-pleiku-gia-lai/90370689.htm,price!!!
16840,MERCEDES BENZ,C CLASS,1199000000,HÀ NỘI,CŨ,2020,ĐEN,XANH,TỰ ĐỘNG,20000,https://bonbanh.com/xe-mercedes_benz-c_class-c180-2020-4109637,price!!!
16846,THACO,BUS,1610000000,HỒ CHÍ MINH,MỚI,2020,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ban-xe-khach-thaco-29-cho-tb79s-gia-xe-29-ghe-bau-hoi-gia-tot-tai-thaco-an-suong-393165/,price!!!
16848,THACO,BUS,3590000000,HỒ CHÍ MINH,MỚI,2020,,ĐỎ,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ban-xe-khach-34-giuong-phong-vip-mobihome-tb120s-gia-tot-tai-thaco-an-suong-394144/,price!!!
16851,FORD,RANGER,266000000,HỒ CHÍ MINH,MỚI,2021,,VÀNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-ranger-xlt-limited-sieu-gioi-han-lien-he-ngay-0938745254-387247/,price!!!
16868,LANDROVER,RANGE ROVER,6923000000,HÀ NỘI,MỚI,2019,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-land-rover-range-rover-sport-autobiograph-lwb-2019-moi-ha-noi-171244/,price!!!
16870,LANDROVER,DISCOVERY,4999000000,HÀ NỘI,MỚI,2019,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-land-rover-discovery-lr5-2020-moii-gia-tu-4ty999-mb-0982992768-378665/,price!!!
16908,LANDROVER,DISCOVERY,2999000000,HÀ NỘI,MỚI,2019,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-land-rover-discovery-sport-hse-2019gia-tu-2ty799-mobile-0989082441-143942/,price!!!
16912,HYUNDAI,I10,265000000,VĨNH PHÚC,CŨ,2018,NHIỀU MÀU,BẠC,SỐ TAY,59000,https://bonbanh.com/xe-hyundai-i10-grand-1.2-mt-base-2018-4056651,price!!!
16914,FORD,RANGER,616000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,NÂU,SỐ TAY,0,https://bonbanh.com/xe-ford-ranger-xl-2.2l-4x4-mt-2021-3823232,price!!!
16915,TOYOTA,INNOVA,320000000,HỒ CHÍ MINH,CŨ,2015,KEM,BẠC,SỐ TAY,102000,https://bonbanh.com/xe-toyota-innova-2.0e-2015-4078229,price!!!
16923,LANDROVER,RANGE ROVER,18000000000,HÀ NỘI,MỚI,2019,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-land-rover-autobiography-lwb-2019-gia-tu-11ty-0989082441-165453/,price!!!
16925,LANDROVER,RANGE ROVER,13640000000,HÀ NỘI,MỚI,2019,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-land-rover-range-rover-svautobiography-2020-moi-ha-noi-mb-0989082441-165769/,price!!!
16926,LANDROVER,DISCOVERY,2850000000,HÀ NỘI,MỚI,2019,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-land-rover-discovery-sport-hse-luxury-20-2018-mb-0989082441-149804/,price!!!
16928,JAGUAR,F TYPE,11000000000000,HÀ NỘI,MỚI,2019,,ĐỎ,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-jaguar-f-type-r-v8sc-convertible-2020-gia-tu-10ty-0982992768-145546/,price!!!
16929,LANDROVER,RANGE ROVER,6923000000,HÀ NỘI,MỚI,2020,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-land-rover-rr-sport-autobiography-2021-langg-ho-tro-khach-200tr-mobile-0989082441-149798/,price!!!
16930,LANDROVER,RANGE ROVER,3707000000,HÀ NỘI,MỚI,2017,,ĐỎ,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-land-rover-evoque-dynamic-2018-chinh-hang-156330/,price!!!
16944,TOYOTA,LAND CRUISER,165000000,,CŨ,1994,,,SỐ SÀN,200000,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/88264187.htm,price!!!
16971,MERCEDES BENZ,E CLASS,1940000000,HÀ NỘI,MỚI,2021,NÂU,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-e_class-e180-2021-4124284,price!!!
16974,FORD,RANGER,1202000000,HÀ NỘI,MỚI,2021,-,XÁM,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-4067128,price!!!
16982,FORD,TOURNEO,1269000000,HỒ CHÍ MINH,MỚI,2020,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-tourneo-limousine-vip-cuc-soc-lien-he-ngay-0938745254-386618/,price!!!
16993,HYUNDAI,ACCENT,350000000,,CŨ,2018,,,SỐ SÀN,50000,https://xe.chotot.com/mua-ban-oto-thi-xa-my-hao-hung-yen/90333513.htm,price!!!
16998,TOYOTA,ZACE,125000000,,CŨ,2005,,,SỐ SÀN,270000,https://xe.chotot.com/mua-ban-oto-quan-thanh-xuan-ha-noi/90367036.htm,price!!!
17000,HYUNDAI,GRAND I10,64000000,,MỚI,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-cai-rang-can-tho/90230643.htm,price!!!
17017,MERCEDES BENZ,GLC,1770000000,HỒ CHÍ MINH,CŨ,2021,ĐEN,TRẮNG,TỰ ĐỘNG,3250,https://bonbanh.com/xe-mercedes_benz-glc-200-2021-4025917,price!!!
17028,JAGUAR,F PACE,3848000000,HÀ NỘI,MỚI,2019,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-jaguar-f-pace-prestige-2020-tu-3ty300-0989082441-229132/,price!!!
17030,LANDROVER,RANGE ROVER,2899000000,HÀ NỘI,MỚI,2019,,ĐỎ,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-land-rover-discovery-sport-ban-s-2020-mb-0989082441-gia-tu-2ty7-171243/,price!!!
17036,LANDROVER,RANGE ROVER,3580000000,HÀ NỘI,CŨ,2014,KEM,TRẮNG,TỰ ĐỘNG,50000,https://bonbanh.com/xe-landrover-range_rover-hse-3.0-2014-4096638,price!!!
17045,VINFAST,LUX SA 2.0,918000000,HÀ NỘI,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_sa_2.0-plus-2.0-at-2021-3455197,price!!!
17047,VINFAST,LUX SA 2.0,826000000,HÀ NỘI,MỚI,2021,ĐEN,NÂU,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_sa_2.0-2.0-at-2021-4084487,price!!!
17056,TOYOTA,VIOS,295000000,,CŨ,2016,,,SỐ SÀN,62000,https://xe.chotot.com/mua-ban-oto-quan-tay-ho-ha-noi/86808877.htm,price!!!
17059,KIA,CERATO,479000000,,CŨ,2020,,,TỰ ĐỘNG,12000,https://xe.chotot.com/mua-ban-oto-thanh-pho-hai-duong-hai-duong/90300205.htm,price!!!
17068,JAGUAR,F TYPE,8500000000,HÀ NỘI,MỚI,2019,,ĐỎ,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-jaguar-f-type-50-2019-moi-ha-noi-mb-0989082441-380497/,price!!!
17071,LANDROVER,RANGE ROVER VOGUE,3239000000,HÀ NỘI,MỚI,2019,,ĐỎ,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-land-rover-range-rover-vogue-2020-moi-380458/,price!!!
17076,HYUNDAI,I10,175000000,THÁI NGUYÊN,CŨ,2015,XÁM,XANH,SỐ TAY,0,https://bonbanh.com/xe-hyundai-i10-grand-1.0-mt-base-2015-4127432,price!!!
17089,THACO,TOWNER,169000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ban-xe-tai-may-xang-800kg-thaco-towner800-gia-xe-tai-nhe-850kg-391541/,price!!!
17097,KIA,SORENTO,728000000,HỒ CHÍ MINH,CŨ,2020,GHI,XÁM,TỰ ĐỘNG,2000,https://bonbanh.com/xe-kia-sorento-2.4-gat-deluxe-2020-4115646,price!!!
17100,TOYOTA,VIOS,445000000,BẮC GIANG,CŨ,2021,GHI,CÁT,TỰ ĐỘNG,0,https://bonbanh.com/xe-toyota-vios-e-mt-2021-4045618,price!!!
17110,HYUNDAI,HD,1700000000,HỒ CHÍ MINH,MỚI,2015,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-xe-ben-hyundai-hd270-doi-2015-tai-trong-125-tan-10-khoi-hyundai-nhap-khau-391907/,price!!!
17116,DAEWOO,MATIZ,135000000,,CŨ,2008,,,TỰ ĐỘNG,150000,https://xe.chotot.com/mua-ban-oto-thanh-pho-bien-hoa-dong-nai/90329851.htm,price!!!
17123,TOYOTA,SIENNA,890000000,,CŨ,2010,,,TỰ ĐỘNG,71288,https://xe.chotot.com/mua-ban-oto-thanh-pho-nha-trang-khanh-hoa/90367419.htm,price!!!
17132,KIA,SORENTO,1289000000,HÀ NỘI,MỚI,2021,-,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-sorento-signature-2.2-at-awd-2021-4122853,price!!!
17139,TOYOTA,FORTUNER,945000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2021-3462137,price!!!
17143,THACO,OLLIN,330000000,BÌNH DƯƠNG,MỚI,2021,,XANH DƯƠNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-xe-tai-oliin350e4-21-35-tan-vao-duoc-thanh-pho-thung-dai-4m35-ho-tro-tra-gop-392698/,price!!!
17152,THACO,TOWNER,169000000,HỒ CHÍ MINH,MỚI,2021,,XANH DƯƠNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ho-tro-tra-gop-0938907531-xe-tai-thaco-towner800-tai-trong-800kg-xe-tai-nho-may-xang-800kg-394253/,price!!!
17157,PEUGEOT,3008,1749000000,HỒ CHÍ MINH,MỚI,2020,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-nhap-duc-giam-con-1539000000-tiguan-2020-20-turbo-gam-cao-7-cho-lai-em-bao-duong-re-394192/,price!!!
17160,THACO,TOWNER,164500000,HỒ CHÍ MINH,MỚI,2020,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-xe-tai-thaco-850kg-990kg-thaco-towner-800-thung-kin-thung-mui-bat-389311/,price!!!
17174,TOYOTA,AVANZA,612000000,HỒ CHÍ MINH,MỚI,2019,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-avanza-so-tu-dong-nhap-khau-giao-ngay-358574/,price!!!
17177,FORD,RANGER,650000000,HÀ NỘI,MỚI,2021,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-uu-dai-ford-ranger-xls-at-2021xe-nhap-chi-tu-180tr-lh-0936334797-nhan-ngay-qua-khung-uu-dai-cao-395144/,price!!!
17180,FORD,RANGER,616000000,HÀ NỘI,MỚI,2021,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-cuc-soc-ford-ranger-xl-2-cau-so-san-chi-tu-160tr-lh-0936334797-395835/,price!!!
17190,HYUNDAI,ACCENT,75000000,,MỚI,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-binh-thuy-can-tho/89282486.htm,price!!!
17191,TOYOTA,INNOVA,195000000,,CŨ,2008,,,SỐ SÀN,238000,https://xe.chotot.com/mua-ban-oto-thi-xa-di-an-binh-duong/90367820.htm,price!!!
17193,TOYOTA,VIOS,218000000,,CŨ,2014,,,SỐ SÀN,770000,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/88713657.htm,price!!!
17197,THACO,TOWNER,315000000,HỒ CHÍ MINH,MỚI,2021,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-tang-200l-xang-xe-tai-van-5-cho-750kg-khong-lo-gio-cam-tphcm-ho-tro-vay-ngan-hang-396493/,price!!!
17206,FORD,TOURNEO,1389000000,HỒ CHÍ MINH,MỚI,2020,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-hot-hot-ford-tourneo-limousine-star-limo-uu-dai-hon-100-trieu-lh-0907-670-678-398000/,price!!!
17209,TOYOTA,CAMRY,1250000000,HÀ NỘI,CŨ,2014,KEM,TRẮNG,TỰ ĐỘNG,49000,https://bonbanh.com/xe-toyota-camry-xse-2.5-at-2014-4103791,price!!!
17236,MERCEDES BENZ,GLC,1479000000,HẢI PHÒNG,CŨ,2019,ĐEN,ĐEN,TỰ ĐỘNG,50000,https://bonbanh.com/xe-mercedes_benz-glc-200-2019-4009957,price!!!
17252,TOYOTA,VIOS,279000000,,CŨ,2016,,,SỐ SÀN,12,https://xe.chotot.com/mua-ban-oto-huyen-thanh-oai-ha-noi/90368509.htm,price!!!
17257,MERCEDES BENZ,E CLASS,2950000000,HỒ CHÍ MINH,MỚI,2021,NÂU,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2021-3915068,price!!!
17269,HYUNDAI,I10,324000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-gia-hyundai-grand-i10-2021-khuyen-mai-lon-dau-xuan-lh-0963226322-ho-tro-tra-gop-80-398376/,price!!!
17276,FORD,RANGER,615000000,HÀ NỘI,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-3504151,price!!!
17278,TOYOTA,VIOS,348000000,HỒ CHÍ MINH,CŨ,2018,NHIỀU MÀU,TRẮNG,SỐ TAY,53000,https://bonbanh.com/xe-toyota-vios-1.5e-2018-4096435,price!!!
17285,MERCEDES BENZ,C CLASS,1180000000,HÀ NỘI,CŨ,2020,ĐEN,XANH,TỰ ĐỘNG,17000,https://bonbanh.com/xe-mercedes_benz-c_class-c180-2020-4051366,price!!!
17309,LEXUS,RX,5100000000,HÀ NỘI,MỚI,2021,,VÀNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-lexus-rx-350l-2021-moi-ha-noi-359771/,price!!!
17316,KIA,SORENTO,1289000000,HÀ NỘI,MỚI,2021,-,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-sorento-signature-2.2-at-awd-2021-4122844,price!!!
17329,THACO,TOWN,1935000000,HỒ CHÍ MINH,MỚI,2021,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-xe-khach-thaco-meadow-tb85s-full-option-2021tra-gop-70lh-0938-900-846-367710/,price!!!
17330,LEXUS,RX,5100000000,HÀ NỘI,MỚI,2021,,MÀU KHÁC,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-can-ban-xe-lexus-rx350l-san-xuat-nam-2018-nhap-khau-my-moi-100-lh-0905098888-0935866636-366077/,price!!!
17359,VINFAST,LUX SA 2.0,926000000,HÀ NỘI,MỚI,2021,MÀU KHÁC,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_sa_2.0-2.0-at-2021-3500317,price!!!
17374,FORD,RANGER,1202000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-hoang-mai-ha-noi/90366241.htm,price!!!
17378,FORD,RANGER,535000000,,CŨ,2018,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-cai-rang-can-tho/90366620.htm,price!!!
17395,MERCEDES BENZ,S CLASS,9400000000,HÀ NỘI,MỚI,2021,NHIỀU MÀU,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-s_class-s500-2021-3557275,price!!!
17401,SUBARU,FORESTER,899000000,HỒ CHÍ MINH,MỚI,2021,-,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-subaru-forester-2.0i-l-2021-4065476,price!!!
17403,VINFAST,LUX SA 2.0,918000000,HÀ NỘI,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_sa_2.0-plus-2.0-at-2021-4124034,price!!!
17405,LANDROVER,RANGE ROVER,11560000000,HÀ NỘI,MỚI,2019,NÂU,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-3.0-v6-2019-2329650,price!!!
17412,CADILLAC,ESCALADE,11680000000,HÀ NỘI,MỚI,2021,KEM,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-cadillac-escalade-premium-luxury-esv-awd-2021-3511748,price!!!
17414,FORD,RANGER,635000000,HÀ NỘI,CŨ,2019,ĐEN,XÁM,TỰ ĐỘNG,50000,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2019-4121689,price!!!
17416,MERCEDES BENZ,GLC,1799000000,,CŨ,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/63370096.htm,price!!!
17428,FORD,RANGER,1202000000,BÌNH ĐỊNH,MỚI,2021,XÁM,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-3565683,price!!!
17442,MERCEDES BENZ,C CLASS,1250000000,HÀ NỘI,CŨ,2019,ĐEN,ĐỎ,TỰ ĐỘNG,19000,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2019-4117245,price!!!
17465,FORD,MONDEO,118000000,HÀ NỘI,CŨ,2003,NHIỀU MÀU,ĐEN,TỰ ĐỘNG,110000,https://bonbanh.com/xe-ford-mondeo-2.5-at-2003-4127403,price!!!
17492,HYUNDAI,GRAND STAREX,570000000,HÀ NỘI,CŨ,2017,KEM,BẠC,SỐ TAY,80000,https://bonbanh.com/xe-hyundai-grand_starex-van-2.5-mt-2017-4099268,price!!!
17499,KIA,CERATO,5799000000,,CŨ,2019,,,TỰ ĐỘNG,35000,https://xe.chotot.com/mua-ban-oto-quan-bac-tu-liem-ha-noi/90363454.htm,price!!!
17503,HYUNDAI,GRAND I10,243000000,,CŨ,2017,,,SỐ SÀN,45000,https://xe.chotot.com/mua-ban-oto-quan-thanh-xuan-ha-noi/90136152.htm,price!!!
17507,TOYOTA,INNOVA,16000000,,CŨ,2017,,,SỐ SÀN,50000,https://xe.chotot.com/mua-ban-oto-quan-thu-duc-tp-ho-chi-minh/90363513.htm,price!!!
17508,FORD,TRANSIT,415000000,,CŨ,2006,,,SỐ SÀN,115000,https://xe.chotot.com/mua-ban-oto-huyen-cu-chi-tp-ho-chi-minh/90269102.htm,price!!!
17522,FORD,RANGER,1200000000,,CŨ,2019,,,TỰ ĐỘNG,17000,https://xe.chotot.com/mua-ban-oto-quan-8-tp-ho-chi-minh/90364988.htm,price!!!
17523,DAIHATSU,CITIVAN,37000000,,CŨ,2003,,,SỐ SÀN,70000,https://xe.chotot.com/mua-ban-oto-huyen-dong-anh-ha-noi/90364240.htm,price!!!
17564,LEXUS,RX,360000000,,CŨ,2009,,,TỰ ĐỘNG,180000,https://xe.chotot.com/mua-ban-oto-thi-xa-di-an-binh-duong/88548529.htm,price!!!
17571,TOYOTA,LAND CRUISER,4060000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-1-tp-ho-chi-minh/89688887.htm,price!!!
17577,FORD,RANGER,1179000000,HẢI PHÒNG,CŨ,2020,ĐEN,TRẮNG,TỰ ĐỘNG,29000,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2020-4125470,price!!!
17584,MITSUBISHI,PAJERO,250000000,HỒ CHÍ MINH,CŨ,2002,NÂU,XANH,SỐ TAY,0,https://bonbanh.com/xe-mitsubishi-pajero-3.5-2002-4122055,price!!!
17589,MERCEDES BENZ,S CLASS,3950000000,,CŨ,2021,,,TỰ ĐỘNG,1000,https://xe.chotot.com/mua-ban-oto-quan-10-tp-ho-chi-minh/90365704.htm,price!!!
17601,MINI,COOPER,2659000000,HỒ CHÍ MINH,MỚI,2019,ĐEN,GHI,TỰ ĐỘNG,0,https://bonbanh.com/xe-mini-cooper-clubman-jcw-all4-2019-2810396,price!!!
17602,FORD,RANGER,606000000,LÂM ĐỒNG,MỚI,2021,ĐEN,ĐỎ,SỐ TAY,0,https://bonbanh.com/xe-ford-ranger-xl-2.2l-4x4-mt-2021-4030602,price!!!
17624,MITSUBISHI,XPANDER,475000000,BÌNH DƯƠNG,CŨ,2020,ĐEN,TRẮNG,SỐ TAY,23000,https://bonbanh.com/xe-mitsubishi-xpander-1.5-mt-2020-4122058,price!!!
17661,BMW,3 SERIES,1671000000,HÀ NỘI,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-bmw-3_series-320i-sport-line-2021-4071803,price!!!
17671,VOLVO,XC90,6490000000,HỒ CHÍ MINH,MỚI,2021,XÁM,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-volvo-xc90-excellence-2021-3249681,price!!!
17676,TOYOTA,VIOS,432000000,HÀ NỘI,MỚI,2021,-,CÁT,SỐ TAY,0,https://bonbanh.com/xe-toyota-vios-e-1.5-mt-2021-3719892,price!!!
17686,MERCEDES BENZ,MAYBACH,16200000000,HÀ NỘI,MỚI,2021,-,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-maybach-gls-600-4matic-2021-3806164,price!!!
17692,FORD,MONDEO,280000000,HỒ CHÍ MINH,CŨ,2004,ĐEN,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-mondeo-2.5-at-2004-4015008,price!!!
17706,FORD,RANGER,1055000000,ĐÀ NẴNG,CŨ,2018,ĐEN,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2018-4121501,price!!!
17711,CHEVROLET,SPARK,79000000,,CŨ,2011,,,SỐ SÀN,120000,https://xe.chotot.com/mua-ban-oto-thanh-pho-bien-hoa-dong-nai/90321209.htm,price!!!
17712,CHEVROLET,SPARK,95000000,,CŨ,2014,,,SỐ SÀN,110000,https://xe.chotot.com/mua-ban-oto-thanh-pho-bien-hoa-dong-nai/90365654.htm,price!!!
17716,HYUNDAI,GRAND I10,435000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-thanh-pho-bien-hoa-dong-nai/88329696.htm,price!!!
17734,TOYOTA,VIOS,433000000,HÀ NỘI,MỚI,2021,-,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-toyota-vios-e-1.5-mt-2021-4063804,price!!!
17746,DAEWOO,MATIZ,55000000,,CŨ,2005,,,SỐ SÀN,333333,https://xe.chotot.com/mua-ban-oto-huyen-cu-jut-dak-nong/90359840.htm,price!!!
17752,FORD,RANGER,1189000000,,CŨ,2019,,,TỰ ĐỘNG,31000,https://xe.chotot.com/mua-ban-oto-quan-1-tp-ho-chi-minh/90176364.htm,price!!!
17754,KIA,MORNING,305000000,,CŨ,2016,,,TỰ ĐỘNG,40000,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/89811412.htm,price!!!
