,name,carmodel,price,location,status,mfg,interiorColor,exteriorColor,gearbox,kilometer,link,note
22171,KIA,MORNING,305000000,HÀ NỘI,CŨ,2016,XÁM,CÁT,TỰ ĐỘNG,51000,https://bonbanh.com/xe-kia-morning-si-at-2016-4126224,price!!!
22174,MITSUBISHI,PAJERO,125000000,,CŨ,2000,,,SỐ SÀN,200000,https://xe.chotot.com/mua-ban-oto-quan-cam-le-da-nang/89574789.htm,price!!!
22176,KIA,SOLUTO,38000000,,CŨ,2019,,,TỰ ĐỘNG,2,https://xe.chotot.com/mua-ban-oto-huyen-me-linh-ha-noi/90177235.htm,price!!!
22184,HONDA,CITY,415000000,,CŨ,2019,,,TỰ ĐỘNG,30000,https://xe.chotot.com/mua-ban-oto-thanh-pho-bien-hoa-dong-nai/90211205.htm,price!!!
22187,VINFAST,LUX SA 2.0,826000000,HÀ NỘI,MỚI,2021,-,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_sa_2.0-2.0-at-2021-4128377,price!!!
22189,HYUNDAI,I10,339000000,HẢI PHÒNG,CŨ,2016,NHIỀU MÀU,TRẮNG,TỰ ĐỘNG,450000,https://bonbanh.com/xe-hyundai-i10-grand-1.2-at-2016-4095233,price!!!
22194,FORD,RANGER,515000000,HỒ CHÍ MINH,CŨ,2017,ĐEN,XANH,SỐ TAY,43000,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-mt-2017-3827653,price!!!
22196,BMW,3 SERIES,399000000,HÀ NỘI,CŨ,2011,KEM,ĐEN,TỰ ĐỘNG,120000,https://bonbanh.com/xe-bmw-3_series-320i-2011-4128866,price!!!
22199,MITSUBISHI,ZINGER,290000000,HỒ CHÍ MINH,CŨ,2008,-,CÁT,SỐ TAY,0,https://bonbanh.com/xe-mitsubishi-zinger-gls-2.4-mt-2008-4038946,price!!!
22213,MERCEDES BENZ,GLC,1799000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/68472213.htm,price!!!
22240,FORD,RANGER,650000000,CẦN THƠ,MỚI,2021,ĐEN,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-4069303,price!!!
22251,TOYOTA,INNOVA,355000000,,CŨ,2016,,,SỐ SÀN,80468,https://xe.chotot.com/mua-ban-oto-quan-bac-tu-liem-ha-noi/83069913.htm,price!!!
22258,KIA,SORENTO,1190000000,,CŨ,2021,,,TỰ ĐỘNG,21000,https://xe.chotot.com/mua-ban-oto-thanh-pho-rach-gia-kien-giang/90412170.htm,price!!!
22262,MITSUBISHI,PAJERO,225000000,,CŨ,2002,,,SỐ SÀN,170000,https://xe.chotot.com/mua-ban-oto-quan-cam-le-da-nang/86941019.htm,price!!!
22266,VINFAST,LUX,1226000000,,CŨ,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-tan-binh-tp-ho-chi-minh/82934283.htm,price!!!
22270,HYUNDAI,GRAND I10,325000000,,CŨ,2016,,,TỰ ĐỘNG,50000,https://xe.chotot.com/mua-ban-oto-quan-thanh-xuan-ha-noi/90312482.htm,price!!!
22272,HYUNDAI,ACCENT,118000000,,CŨ,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-binh-thuy-can-tho/90413062.htm,price!!!
22275,FORD,RANGER,1285000000,,CŨ,2020,,,TỰ ĐỘNG,16000,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/90380625.htm,price!!!
22279,SUZUKI,XL 7,120000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-12-tp-ho-chi-minh/89847344.htm,price!!!
22284,MERCEDES BENZ,C CLASS,999000000,,CŨ,2017,,,TỰ ĐỘNG,17000,https://xe.chotot.com/mua-ban-oto-quan-11-tp-ho-chi-minh/90198864.htm,price!!!
22290,CHEVROLET,SPARK,95000000,,CŨ,2014,,,SỐ SÀN,110000,https://xe.chotot.com/mua-ban-oto-thanh-pho-bien-hoa-dong-nai/90365654.htm,price!!!
22293,MERCEDES BENZ,C CLASS,1325000000,,CŨ,2017,,,TỰ ĐỘNG,666666,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/89514448.htm,price!!!
22295,TOYOTA,CAMRY,250000000,,CŨ,2021,,,BÁN TỰ ĐỘNG,52884,https://xe.chotot.com/mua-ban-oto-huyen-cu-chi-tp-ho-chi-minh/90413575.htm,price!!!
22319,MERCEDES BENZ,GLC,1799000000,HỒ CHÍ MINH,MỚI,2021,KEM,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-glc-200-2021-3691631,price!!!
22341,FORD,RANGER,1160000000,HỒ CHÍ MINH,CŨ,2019,ĐEN,ĐỎ,TỰ ĐỘNG,40000,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2019-4074269,price!!!
22356,KIA,CERATO,510000000,HỒ CHÍ MINH,CŨ,2020,BẠC,TRẮNG,TỰ ĐỘNG,4800,https://bonbanh.com/xe-kia-cerato-1.6-at-deluxe-2020-4131956,price!!!
22393,DAEWOO,LACETTI,165000000,HÀ NỘI,CŨ,2010,GHI,ĐEN,SỐ TAY,12345,https://bonbanh.com/xe-daewoo-lacetti-ex-2010-4022774,price!!!
22396,HYUNDAI,GRAND I10,421000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-bac-tu-liem-ha-noi/88364972.htm,price!!!
22402,TOYOTA,CORONA,170000000,,CŨ,TRƯỚC NĂM 1980,,,SỐ SÀN,150000,https://xe.chotot.com/mua-ban-oto-thanh-pho-my-tho-tien-giang/90415024.htm,price!!!
22403,CHEVROLET,CRUZE,305000000,,CŨ,2017,,,SỐ SÀN,65000,https://xe.chotot.com/mua-ban-oto-thanh-pho-long-khanh-dong-nai/90080034.htm,price!!!
22405,FORD,RANGER,595000000,,MỚI,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-huyen-thanh-tri-ha-noi/88466137.htm,price!!!
22407,KIA,MORNING,130000000,,CŨ,2011,,,SỐ SÀN,250000,https://xe.chotot.com/mua-ban-oto-thanh-pho-bac-giang-bac-giang/90413846.htm,price!!!
22408,MITSUBISHI,ATTRAGE,333000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-thanh-pho-nha-trang-khanh-hoa/90164125.htm,price!!!
22412,VINFAST,LUX A 2.0,748000000,HỒ CHÍ MINH,MỚI,2021,KEM,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_a_2.0-plus-2.0-at-2021-3799635,price!!!
22413,MITSUBISHI,TRITON,865000000,VĨNH PHÚC,MỚI,2021,-,CAM,TỰ ĐỘNG,0,https://bonbanh.com/xe-mitsubishi-triton-4x4-at-mivec-premium-2021-3357459,price!!!
22416,FORD,RANGER,510000000,HÀ NỘI,CŨ,2017,ĐEN,VÀNG,SỐ TAY,40000,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-mt-2017-4124097,price!!!
22424,TOYOTA,CAMRY,1350000000,HÀ NỘI,CŨ,2015,VÀNG,TRẮNG,TỰ ĐỘNG,62400,https://bonbanh.com/xe-toyota-camry-xle-2.5-at-2015-4039893,price!!!
22431,HYUNDAI,I10,297000000,CẦN THƠ,MỚI,2021,KEM,BẠC,SỐ TAY,0,https://bonbanh.com/xe-hyundai-i10-grand-1.2-mt-base-2021-2543830,price!!!
22436,HYUNDAI,KONA,638,,CŨ,2020,,,TỰ ĐỘNG,11000,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/90044769.htm,price!!!
22462,HONDA,CITY,348000000,PHÚ THỌ,CŨ,2017,KEM,TRẮNG,SỐ TAY,4600,https://bonbanh.com/xe-honda-city-1.5-mt-2017-4112641,price!!!
22470,TOYOTA,VIOS,225000000,,CŨ,2016,,,SỐ SÀN,220000,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/83434625.htm,price!!!
22474,FORD,MONDEO,118000000,,CŨ,2004,,,TỰ ĐỘNG,120000,https://xe.chotot.com/mua-ban-oto-huyen-dong-anh-ha-noi/89822167.htm,price!!!
22476,CHEVROLET,SPARK,75000000,,CŨ,2011,,,SỐ SÀN,11111,https://xe.chotot.com/mua-ban-oto-huyen-hoc-mon-tp-ho-chi-minh/90228032.htm,price!!!
22477,MITSUBISHI,L300,30000000,,CŨ,1998,,,SỐ SÀN,100000,https://xe.chotot.com/mua-ban-oto-quan-binh-thanh-tp-ho-chi-minh/90414937.htm,price!!!
22509,BMW,5 SERIES,790000,,CŨ,2012,,,BÁN TỰ ĐỘNG,65000,https://xe.chotot.com/mua-ban-oto-quan-binh-thanh-tp-ho-chi-minh/88732982.htm,price!!!
22515,HYUNDAI,ACCENT,91000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-binh-thuy-can-tho/89906371.htm,price!!!
22522,FORD,RANGER,620000000,AN GIANG,MỚI,2021,GHI,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-3243058,price!!!
22533,CHEVROLET,LACETTI,232000000,CẦN THƠ,CŨ,2012,ĐEN,BẠC,SỐ TAY,123456,https://bonbanh.com/xe-chevrolet-lacetti-1.6-2012-4123958,price!!!
22540,TOYOTA,COROLLA,245000000,CẦN THƠ,CŨ,1998,XÁM,XANH,SỐ TAY,0,https://bonbanh.com/xe-toyota-corolla-gl-1.6-mt-1998-4124850,price!!!
22543,FORD,RANGER,1202000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-2702880,price!!!
22558,TOYOTA,INNOVA,255000000,,CŨ,2016,,,SỐ SÀN,260000,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/89343896.htm,price!!!
22563,MERCEDES BENZ,C CLASS,468000,,CŨ,2011,,,TỰ ĐỘNG,102100,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/90415839.htm,price!!!
22564,LEXUS,RX,3100000000,,CŨ,2019,,,TỰ ĐỘNG,15000,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/88445663.htm,price!!!
22570,HYUNDAI,ACCENT,386000000,,CŨ,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-1-tp-ho-chi-minh/88460712.htm,price!!!
22572,HYUNDAI,ELANTRA,389000000,,CŨ,2017,,,SỐ SÀN,75000,https://xe.chotot.com/mua-ban-oto-huyen-duc-hoa-long-an/88269080.htm,price!!!
22585,FORD,RANGER,1202000000,,CŨ,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-8-tp-ho-chi-minh/88061617.htm,price!!!
22599,TOYOTA,HILUX,939000000,,CŨ,2021,,,TỰ ĐỘNG,7889,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/90382905.htm,price!!!
22605,MERCEDES BENZ,C CLASS,1218000000,,CŨ,2017,,,TỰ ĐỘNG,50000,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/89027683.htm,price!!!
22609,TOYOTA,HIACE,55000000,,CŨ,2003,,,SỐ SÀN,1000,https://xe.chotot.com/mua-ban-oto-thanh-pho-thuan-an-binh-duong/90190552.htm,price!!!
22610,FORD,RANGER,1202000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/81110125.htm,price!!!
22611,FORD,ECOSPORT,435000000,,CŨ,2018,,,SỐ SÀN,45000,https://xe.chotot.com/mua-ban-oto-quan-8-tp-ho-chi-minh/90138238.htm,price!!!
22612,MITSUBISHI,XPANDER,120000000,,CŨ,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-thanh-pho-thuan-an-binh-duong/90417291.htm,price!!!
22616,TOYOTA,INNOVA,240000000,,CŨ,2008,,,SỐ SÀN,260000,https://xe.chotot.com/mua-ban-oto-quan-hoang-mai-ha-noi/90204572.htm,price!!!
22617,HYUNDAI,GRAND I10,100000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-thu-duc-tp-ho-chi-minh/87778587.htm,price!!!
22621,TOYOTA,VIOS,219000000,,CŨ,2013,,,SỐ SÀN,85236,https://xe.chotot.com/mua-ban-oto-huyen-soc-son-ha-noi/90376958.htm,price!!!
22622,DAEWOO,LACETTI,117000000,,CŨ,2009,,,SỐ SÀN,250000,https://xe.chotot.com/mua-ban-oto-thanh-pho-da-lat-lam-dong/90416891.htm,price!!!
22626,FORD,RANGER,650000000,,CŨ,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-thanh-xuan-ha-noi/88182048.htm,price!!!
22630,MITSUBISHI,ATTRAGE,345000000,,CŨ,2021,,,SỐ SÀN,4000,https://xe.chotot.com/mua-ban-oto-thi-xa-di-an-binh-duong/90209125.htm,price!!!
22634,KIA,RIO,288000000,,CŨ,2017,,,SỐ SÀN,35555,https://xe.chotot.com/mua-ban-oto-huyen-yen-thanh-nghe-an/90416580.htm,price!!!
22635,CHEVROLET,SPARK,225000000,,CŨ,2016,,,TỰ ĐỘNG,960000,https://xe.chotot.com/mua-ban-oto-huyen-dong-anh-ha-noi/90076969.htm,price!!!
22662,CHEVROLET,AVEO,215000000,,CŨ,2017,,,SỐ SÀN,80000,https://xe.chotot.com/mua-ban-oto-quan-cam-le-da-nang/90325336.htm,price!!!
22670,FORD,MUSTANG,2650000000,,CŨ,2020,,,TỰ ĐỘNG,6000,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/90368971.htm,price!!!
22690,TOYOTA,LAND CRUISER,95000000,BÌNH ĐỊNH,CŨ,1997,NHIỀU MÀU,XÁM,SỐ TAY,430000,https://bonbanh.com/xe-toyota-land_cruiser-4.5-mt-1997-4125163,price!!!
22705,FORD,RANGER,1202000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-3537684,price!!!
22711,KIA,CERATO,350000000,,CŨ,2016,,,SỐ SÀN,184,https://xe.chotot.com/mua-ban-oto-thi-xa-ben-cat-binh-duong/86671352.htm,price!!!
22716,FORD,RANGER,1202000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-hoang-mai-ha-noi/88060091.htm,price!!!
22718,VINFAST,LUX,130000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-thanh-pho-ben-tre-ben-tre/81491924.htm,price!!!
22725,KIA,SORENTO,1259000000,HÀ NỘI,MỚI,2021,KEM,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-sorento-signature-2.5-at-awd-2021-3439338,price!!!
22728,KIA,SORENTO,1119000000,VĨNH PHÚC,MỚI,2021,TRẮNG,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-sorento-luxury-2.2-at-2021-4101130,price!!!
22729,FORD,RANGER,1202000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-2301707,price!!!
22735,VINFAST,LUX,130000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-thanh-pho-da-lat-lam-dong/87230974.htm,price!!!
22738,FORD,DÒNG KHÁC,430000000,,CŨ,2018,,,SỐ SÀN,70000,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/90405114.htm,price!!!
22742,HÃNG KHÁC,DÒNG KHÁC,20000000,,CŨ,2010,,,SỐ SÀN,99999,https://xe.chotot.com/mua-ban-oto-huyen-bau-bang-binh-duong/90405211.htm,price!!!
22762,LANDROVER,RANGE ROVER,17950000000,HÀ NỘI,MỚI,2021,VÀNG,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-landrover-range_rover-svautobiography-lwb-5.0-v8-2021-3948202,price!!!
22776,HYUNDAI,GRAND I10,86000000,,MỚI,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/90406368.htm,price!!!
22778,TOYOTA,INNOVA,225000000,,CŨ,2008,,,SỐ SÀN,61,https://xe.chotot.com/mua-ban-oto-huyen-cu-m-gar-dak-lak/68226425.htm,price!!!
22784,MERCEDES BENZ,C CLASS,550000000,HỒ CHÍ MINH,CŨ,2009,KEM,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-c_class-c200-elegance-2009-3763579,price!!!
22794,FORD,RANGER,630000000,TÂY NINH,MỚI,2021,MÀU KHÁC,XANH,SỐ TAY,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-mt-2021-4063706,price!!!
22809,HONDA,CIVIC,288000000,THANH HÓA,CŨ,2011,KEM,ĐEN,SỐ TAY,0,https://bonbanh.com/xe-honda-civic-1.8-mt-2011-4067585,price!!!
22816,TOYOTA,ZACE,172000000,BÌNH ĐỊNH,CŨ,1999,KEM,XANH,SỐ TAY,350000,https://bonbanh.com/xe-toyota-zace-gl-1999-4131794,price!!!
22819,HYUNDAI,GRAND STAREX,585000000,HÀ NỘI,CŨ,2014,KEM,BẠC,SỐ TAY,93789,https://bonbanh.com/xe-hyundai-grand_starex-2.5-mt-2014-4112218,price!!!
22823,KIA,MORNING,200000000,,CŨ,2017,,,SỐ SÀN,73000,https://xe.chotot.com/mua-ban-oto-huyen-chau-thanh-ben-tre/90405718.htm,price!!!
22824,BMW,3 SERIES,489000000,,CŨ,2004,,,TỰ ĐỘNG,80000,https://xe.chotot.com/mua-ban-oto-quan-12-tp-ho-chi-minh/90121975.htm,price!!!
22830,MERCEDES BENZ,GLC,1799000,,CŨ,2021,,,TỰ ĐỘNG,2000,https://xe.chotot.com/mua-ban-oto-quan-binh-thanh-tp-ho-chi-minh/89039487.htm,price!!!
22832,FORD,RANGER,525000000,,CŨ,2018,,,SỐ SÀN,50000,https://xe.chotot.com/mua-ban-oto-quan-ha-dong-ha-noi/90406648.htm,price!!!
22848,FORD,RANGER,1198000000,HÀ NỘI,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-4120491,price!!!
22850,MERCEDES BENZ,E CLASS,2950000000,HÀ NỘI,MỚI,2021,GHI,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2021-3729254,price!!!
22852,BMW,3 SERIES,1479000000,HỒ CHÍ MINH,CŨ,2017,KEM,ĐỎ,TỰ ĐỘNG,48000,https://bonbanh.com/xe-bmw-3_series-320i-gt-2017-4117699,price!!!
22856,MERCEDES BENZ,G CLASS,7777000000,HÀ NỘI,MỚI,2021,ĐỎ,XÁM,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-g_class-g350d-2021-3177359,price!!!
22857,FORD,LASER,165000000,,CŨ,2002,,,SỐ SÀN,344000,https://xe.chotot.com/mua-ban-oto-huyen-vung-liem-vinh-long/90215419.htm,price!!!
22858,TOYOTA,FORTUNER,700000000,,CŨ,2018,,,TỰ ĐỘNG,64000,https://xe.chotot.com/mua-ban-oto-thi-xa-phu-my-ba-ria-vung-tau/90406659.htm,price!!!
22874,KIA,MORNING,289000000,ĐỒNG NAI,MỚI,2021,GHI,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-kia-morning-mt-2021-4099985,price!!!
22875,HYUNDAI,ACCENT,360000000,HÀ NỘI,CŨ,2019,ĐEN,TRẮNG,SỐ TAY,39000,https://bonbanh.com/xe-hyundai-accent-1.4-mt-base-2019-4102641,price!!!
22877,HYUNDAI,SANTAFE,960000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-hyundai-santafe-2.4l-2021-4086241,price!!!
22878,FORD,RANGER,479000000,HÀ NỘI,CŨ,2017,GHI,XÁM,SỐ TAY,48000,https://bonbanh.com/xe-ford-ranger-xl-2017-4131852,price!!!
22879,HYUNDAI,SANTAFE,1020000000,BẠC LIÊU,MỚI,2021,MÀU KHÁC,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-hyundai-santafe-tieu-chuan-2.5l-2021-4117680,price!!!
22882,TOYOTA,VIOS,280000000,HÀ NỘI,CŨ,2009,-,BẠC,TỰ ĐỘNG,100000,https://bonbanh.com/xe-toyota-vios--g-2009-4131807,price!!!
22892,TOYOTA,INNOVA,520000000000000,BÌNH THUẬN,CŨ,2017,-,TRẮNG,SỐ TAY,62000,https://bonbanh.com/xe-toyota-innova-2.oe-2017-4131811,price!!!
22902,TOYOTA,COROLLA,65000000,,CŨ,1994,,,SỐ SÀN,15000,https://xe.chotot.com/mua-ban-oto-huyen-soc-son-ha-noi/88567875.htm,price!!!
22912,MERCEDES BENZ,GLS,4999000000,HÀ NỘI,MỚI,2020,NÂU,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2020-3141880,price!!!
22917,MERCEDES BENZ,C CLASS,1039000000,HÀ NỘI,CŨ,2017,ĐEN,ĐỎ,TỰ ĐỘNG,38000,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2017-4118917,price!!!
22925,FORD,RANGER,539000000,,CŨ,2018,,,SỐ SÀN,74000,https://xe.chotot.com/mua-ban-oto-thanh-pho-rach-gia-kien-giang/90404611.htm,price!!!
22927,KIA,MORNING,126000000,,CŨ,2011,,,SỐ SÀN,200000,https://xe.chotot.com/mua-ban-oto-huyen-thanh-oai-ha-noi/90406314.htm,price!!!
22942,LEXUS,RX,3180000000,HỒ CHÍ MINH,MỚI,2021,MÀU KHÁC,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-lexus-rx-300-2021-4045252,price!!!
22969,FORD,RANGER,579000000,,CŨ,2019,,,SỐ SÀN,36000,https://xe.chotot.com/mua-ban-oto-quan-thanh-xuan-ha-noi/90157481.htm,price!!!
22973,FORD,ECOSPORT,368000000,,CŨ,2017,,,SỐ SÀN,66000,https://xe.chotot.com/mua-ban-oto-thanh-pho-vi-thanh-hau-giang/90107885.htm,price!!!
23004,TOYOTA,VIOS,289000000,HÀ NỘI,CŨ,2016,KEM,VÀNG,SỐ TAY,68000,https://bonbanh.com/xe-toyota-vios-1.5e-2016-4131845,price!!!
23007,TOYOTA,CAMRY,375000,,CŨ,2007,,,TỰ ĐỘNG,15,https://xe.chotot.com/mua-ban-oto-quan-ha-dong-ha-noi/90408057.htm,price!!!
23010,KIA,MORNING,199000000,,CŨ,2016,,,SỐ SÀN,83000,https://xe.chotot.com/mua-ban-oto-thi-xa-an-khe-gia-lai/90407016.htm,price!!!
23034,KIA,MORNING,119000000,GIA LAI,CŨ,2011,MÀU KHÁC,BẠC,SỐ TAY,210000,https://bonbanh.com/xe-kia-morning-lx-1.1-mt-2011-4116603,price!!!
23048,VINFAST,LUX,130000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-thanh-pho-ben-tre-ben-tre/81564091.htm,price!!!
23049,FORD,RANGER,565000000,,CŨ,2017,,,TỰ ĐỘNG,70000,https://xe.chotot.com/mua-ban-oto-quan-ha-dong-ha-noi/90407618.htm,price!!!
23055,KIA,MORNING,155000000,,CŨ,2010,,,SỐ SÀN,238000,https://xe.chotot.com/mua-ban-oto-huyen-vung-liem-vinh-long/90050239.htm,price!!!
23058,FORD,RANGER,650000000,HẢI PHÒNG,MỚI,2021,-,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-3565181,price!!!
23061,VINFAST,LUX A 2.0,748000000,HỒ CHÍ MINH,MỚI,2021,GHI,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_a_2.0-plus-2.0-at-2021-3688355,price!!!
23068,MERCEDES BENZ,GLC,2068000000,HÀ NỘI,CŨ,2017,NÂU,TRẮNG,TỰ ĐỘNG,43000,https://bonbanh.com/xe-mercedes_benz-glc-300-coupe-4matic-2017-4055031,price!!!
23069,MERCEDES BENZ,MAYBACH,4699000000,HÀ NỘI,CŨ,2017,NÂU,ĐEN,TỰ ĐỘNG,40000,https://bonbanh.com/xe-mercedes_benz-maybach-s400-2017-4129480,price!!!
23071,VINFAST,FADIL,323000000,HẢI PHÒNG,CŨ,2021,ĐEN,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2021-4115103,price!!!
23083,KIA,MORNING,329000000,BÌNH DƯƠNG,MỚI,2021,KEM,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-morning-at-2021-3194873,price!!!
23088,HYUNDAI,SOLATI,1469000000,HỒ CHÍ MINH,MỚI,2021,NHIỀU MÀU,ĐEN,SỐ TAY,0,https://bonbanh.com/xe-hyundai-solati-limousine-2021-2917467,price!!!
23094,NISSAN,SUNNY,295000000,,CŨ,2014,,,TỰ ĐỘNG,120000,https://xe.chotot.com/mua-ban-oto-huyen-dien-chau-nghe-an/90407342.htm,price!!!
23096,VINFAST,FADIL,130000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-huyen-chon-thanh-binh-phuoc/84325807.htm,price!!!
23123,KIA,CARENS,210000000,HÀ NỘI,CŨ,2016,CÁT,CÁT,SỐ TAY,15000,https://bonbanh.com/xe-kia-carens-si-mt-2016-4131895,price!!!
23125,FORD,RANGER,596000000,BÌNH DƯƠNG,MỚI,2021,ĐEN,CÁT,SỐ TAY,0,https://bonbanh.com/xe-ford-ranger-xl-2.2l-4x4-mt-2021-3904155,price!!!
23127,MERCEDES BENZ,E CLASS,2950000000,QUẢNG NINH,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2021-4018250,price!!!
23130,TOYOTA,INNOVA,180000000,,CŨ,2008,,,SỐ SÀN,20000,https://xe.chotot.com/mua-ban-oto-thi-xa-kinh-mon-hai-duong/90407772.htm,price!!!
23135,HYUNDAI,AVANTE,255000000,,CŨ,2014,,,SỐ SÀN,105000,https://xe.chotot.com/mua-ban-oto-thanh-pho-buon-ma-thuot-dak-lak/89987955.htm,price!!!
23139,VINFAST,LUX,130000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-12-tp-ho-chi-minh/81403405.htm,price!!!
23143,VINFAST,LUX,100000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-son-tra-da-nang/90408468.htm,price!!!
23150,VINFAST,FADIL,135000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-thanh-pho-phan-thiet-binh-thuan/84325989.htm,price!!!
23157,TOYOTA,CAMRY,59000000,,CŨ,1988,,,SỐ SÀN,100000,https://xe.chotot.com/mua-ban-oto-huyen-long-thanh-dong-nai/89539628.htm,price!!!
23160,KIA,CERATO,56000000,,CŨ,2019,,,TỰ ĐỘNG,34000,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/90409111.htm,price!!!
